Date Occurred,Victim Sex,MO Codes,Latitude,Longitude,Ethnicity
2016-02-20,M,3101 3401 3701 3004 3801,34.0203,-118.2674,Hispanic
2016-02-06,M,3101 3401 3701 3004 3801,34.0387,-118.2519,Hispanic
2016-01-16,F,3101 3401 3701 3004 3801 3602 3025,33.9862,-118.2794,Hispanic
2016-03-31,M,3101 3401 3701 3004 3030 3801,34.0294,-118.246,Other/Unknown
2016-03-22,M,3101 3401 3701 3006 3034 3801,33.9943,-118.2739,Hispanic
2016-02-07,F,3101 3401 3701 3006 3602 3801,34.0104,-118.2535,Hispanic
2016-01-29,M,3101 3401 3701 3004 3036 3801,34.0111,-118.2653,Hispanic
2016-05-05,M,3101 3401 3701 3004 3026 3029 3036 3801,34.0201,-118.2717,Hispanic
2016-02-28,M,3101 3401 3701 3006 3801 3602,34.0226,-118.266,Hispanic
2016-05-29,M,3101 3401 3701 3006 3030 3801,33.9825,-118.2695,Hispanic
2016-04-10,M,3101 3401 3701 3006 3030 3801,33.9765,-118.2739,Hispanic
2016-02-27,F,3101 3401 3701 3006 3801 3602,34.0057,-118.2716,Hispanic
2016-03-04,F,3101 3401 3701 3006 3036 3801,33.996,-118.2521,Hispanic
2016-04-29,M,3101 3401 3701 3006 3801 3602,34.0077,-118.2474,Hispanic
2016-04-25,M,3101 3401 3701 3006 3801,34.0372,-118.2476,Other/Unknown
2016-01-30,M,3101 3401 3701 3004 3036 3034 3801 3025 3602,34.0306,-118.2322,Asian
2016-05-08,M,3101 3401 3701 3011 3801 3602 3030,33.9915,-118.2783,Hispanic
2016-02-21,F,3101 3401 3701 3004 3030 3801,34.0057,-118.274,Hispanic
2016-02-13,M,3101 3401 3701 3006 3801,34.0047,-118.2783,Hispanic
2016-03-11,M,3101 3401 3701 3004 3030 3801,34.0225,-118.2633,Hispanic
2016-02-05,M,3101 3401 3701 3006 3025 3801,34.0002,-118.2441,Hispanic
2016-03-27,M,3101 3401 3701 3006 3801 1402,33.9824,-118.2739,Hispanic
2016-02-23,M,3101 3401 3701 3004 3801 3026 1402,34.0039,-118.2565,Hispanic
2016-03-06,F,3101 3401 3701 3004 3801 3602 3025,33.9953,-118.2701,Hispanic
2016-05-15,M,1402 3101 3401 3701 3006 3030 3801,34.0101,-118.261,Hispanic
2016-03-06,M,3101 3401 3701 3008 3036 3801,34.0273,-118.2671,Hispanic
2016-12-31,M,3101 3401 3701 3006 3801,33.9965,-118.2783,Hispanic
2016-06-26,M,3101 3401 3701 3006 3025 3801,34.017,-118.2643,Hispanic
2016-07-31,M,3101 3401 3701 3006 3801,34.0039,-118.2609,Hispanic
2016-12-03,F,3101 3401 3701 3004 3025 3801,34.0111,-118.2774,Hispanic
2016-11-19,M,3101 3401 3701 3004 3030 3602 3801 3036,33.9943,-118.2652,Hispanic
2016-07-10,M,3101 3401 3701 3006 3602 3801,34.0144,-118.2705,Hispanic
2016-07-24,M,3101 3401 3701 3006 3801,33.9797,-118.2739,Black
2016-07-17,M,3101 3401 3701 3006 3025 3602 3801,34.0224,-118.2559,Hispanic
2016-07-03,M,3101 3401 3701 3004 3030 3026 3801 1402,34.0038,-118.274,Hispanic
2016-12-19,M,1402 3101 3401 3701 3004 3026 3801,34.0111,-118.2653,Hispanic
2016-07-21,F,3101 3401 3701 3006 3801 3026,34.0277,-118.2423,Hispanic
2016-07-16,M,3101 3401 3701 3006 3025 3602 3801,34.0082,-118.2728,Hispanic
2016-12-22,F,3101 3401 3701 3004 3602 3801,34.0216,-118.2613,Asian
2016-07-31,M,3101 3401 3701 3006 3801,33.9938,-118.2401,Hispanic
2016-12-07,F,3101 3401 3701 3006 3801,34.0084,-118.259,Hispanic
2016-08-14,M,1402 3101 3401 3701 3602 3004 3030 3801,34.0299,-118.2559,Hispanic
2016-07-07,M,3801 3401 3701 4025 3037 3006 3030 3101,33.9748,-118.2652,Hispanic
2016-07-23,M,3101 3401 3701 3006 3602 3034 3801 1402,34.0365,-118.2468,Hispanic
2016-12-25,F,3101 3401 3701 3004 3030 3602 3801,33.9934,-118.2701,Black
2016-09-24,F,3101 3401 3701 3006 3026 3029 3801 0605,33.9925,-118.2608,Black
2016-07-16,F,3101 3401 3701 3006 3801,34.0076,-118.2521,Hispanic
2016-07-05,M,3101 3401 3701 3004 3036 3801,34.0185,-118.2544,Hispanic
2016-08-13,M,3101 3401 3701 3006 3030 3602 3801,33.9916,-118.2739,Hispanic
2016-07-24,M,3101 3401 3701 3004 3036 3029 3025 3034 3801 1402,34.0256,-118.2322,Hispanic
2016-08-15,M,3101 3401 3701 3006 3036 3801,33.9858,-118.2739,Hispanic
2016-06-26,F,3101 3401 3701 3006 3025 3801,33.9808,-118.2564,Hispanic
2016-08-06,M,3101 3401 3701 3004 3036 3801,34.0251,-118.2392,Hispanic
2016-06-22,M,3101 3401 3701 3004 3801,34.0335,-118.2737,Hispanic
2016-07-31,F,3101 3401 3701 3006 3602 3801 3025,33.9825,-118.2695,Black
2016-08-12,F,3101 3401 3701 3004 3026 3029 3801,33.9893,-118.2652,Black
2016-08-09,M,3101 3401 3701 3011 3025 3034 3801,34.0264,-118.2488,White
2016-07-20,M,3101 3401 3701 3006 3801,33.9858,-118.2739,Hispanic
2017-02-11,M,3102 3401 3701 3011 3801 3032,34.0342,-118.2636,Other/Unknown
2017-10-15,M,0605 3101 3401 3701 3801 4027 3004 3030,34.0409,-118.2574,White
2017-01-03,M,3101 3401 3701 3006 3026 3801,34.0384,-118.2571,Other/Unknown
2017-09-10,M,3101 3401 3701 3011 3034 3801,34.0382,-118.2417,Other/Unknown
2017-04-20,M,3101 3401 3701 3011 3024 3034 3801,34.0509,-118.2533,White
2017-09-09,M,3101 3401 3701 3006 3602 3801,34.0366,-118.2602,Hispanic
2017-04-26,M,3101 3401 3701 3006 3801,34.0386,-118.2638,Hispanic
2017-05-05,M,3101 3401 3701 3004 3032 3801,34.0472,-118.2385,Asian
2017-08-25,M,3101 3401 3701 3006 3030 3801,34.0401,-118.2504,Hispanic
2017-03-19,M,3101 3401 3701 3004 3025 3034 3801 3036,34.0517,-118.2491,Hispanic
2017-09-02,M,3101 3401 3701 3011 3026 3801,34.0335,-118.2641,Hispanic
2017-04-17,F,3101 3401 3701 3006 3030 3801,34.0348,-118.2362,Hispanic
2017-10-07,F,3101 3401 3701 3006 3801,34.0724,-118.247,Asian
2017-07-22,M,3101 3401 3701 3004 3026 3801 1501,34.0488,-118.2483,Hispanic
2017-07-13,M,3101 3401 3701 3006 3801,34.0396,-118.2558,White
2017-09-09,M,3101 3401 3701 3004 3025 3034 3801,34.064,-118.2375,Asian
2017-04-17,F,3101 3401 3701 3006 3801,34.0348,-118.2362,Hispanic
2017-07-29,F,3101 3401 3701 3011 3026 3801,34.0485,-118.2513,Hispanic
2017-08-05,M,3101 3401 3701 3003 3024 3801,34.038,-118.243,White
2017-08-13,M,3101 3401 3701 3006 3602 3801,34.0623,-118.2383,White
2017-05-06,F,3101 3401 3701 3602 3801,34.0517,-118.2474,Hispanic
2017-02-11,M,3101 3401 3701 3004 3025 3036 3801,34.0644,-118.2387,White
2017-05-02,M,3101 3401 3701 3002 3004 3034 3801,34.0455,-118.2452,Hispanic
2017-08-09,F,3401 3101 3701 3004 3025 3801,34.0485,-118.2447,Asian
2017-10-14,M,0605 3101 3401 3701 4024 3004 3801,34.049,-118.2381,Hispanic
2017-04-24,F,3101 3401 3701 3006 3030 3602 3801,34.0455,-118.2381,White
2017-09-08,M,3101 3401 3701 3004 3801,34.0328,-118.2647,Hispanic
2017-07-13,M,3101 3401 3701 3011 3034 3801,34.0499,-118.2464,Other/Unknown
2017-05-05,M,3101 3401 3701 3003 3026 3801,34.0472,-118.2385,Hispanic
2017-05-13,M,3101 3401 3701 3004 3801,34.0455,-118.2381,Hispanic
2017-05-17,F,3101 3401 3701 3003 3026 3029 3036 3801,34.0851,-118.2756,White
2017-06-04,M,3101 3401 3701 3006 3801,34.0478,-118.2711,Hispanic
2017-11-10,M,3101 3401 3701 3004 3026 3029 3801,34.0615,-118.2412,Other/Unknown
2017-07-01,M,0605 3101 3401 3701 3006 3030 3801,34.0664,-118.2647,Hispanic
2017-03-05,M,3101 3401 3701 3006 3801,34.0692,-118.2792,White
2017-06-30,F,0605 3101 3401 3701 4024 3004 3801 3102,34.0667,-118.2703,Hispanic
2017-11-29,F,3101 3401 3701 3004 3030 3801 3026 3036,34.0335,-118.2619,Hispanic
2017-12-10,F,3101 3401 3701 3006 3026 3801,34.051,-118.2445,Hispanic
2017-05-17,M,3101 3401 3701 3006 3801,34.0851,-118.2756,Other/Unknown
2017-01-02,M,3101 3401 3701 3004 3026 3036 3801,34.0624,-118.2813,Hispanic
2017-11-11,F,3101 3401 3701 3004 3025 3801,34.0463,-118.2371,Hispanic
2017-06-25,M,0605 3101 3401 3701 4024 3004 3801 3026 3036,34.0517,-118.2798,Hispanic
2017-12-04,M,3101 3401 3701 3004 3036 3801 3025,34.0402,-118.2598,Hispanic
2017-11-07,M,3101 3401 3701 3006 3801,34.0378,-118.2561,Hispanic
2017-03-05,M,3101 3401 3701 3002 3004 3034 3801,34.063,-118.2727,Hispanic
2017-11-17,F,3101 3401 3701 3004 3801,34.0467,-118.2556,Black
2017-07-02,M,3101 3401 3701 3004 3025 3602 3801,34.063,-118.2727,Hispanic
2017-05-20,M,3101 3401 3701 3006 3602 3801,34.0734,-118.2812,Hispanic
2017-05-17,M,3101 3401 3701 3006 3030 3801,34.0851,-118.2756,Hispanic
2017-03-02,M,3101 3401 3701 3011 3801,34.063,-118.2727,White
2017-12-20,M,3101 3401 3701 3008 3025 3801 3029 3036,34.0586,-118.2402,Hispanic
2017-12-18,F,3101 3401 3701 3006 3801,34.0435,-118.2427,Black
2017-03-29,F,3101 3401 3701 3004 3025 3036 3801,34.0667,-118.2797,Hispanic
2017-11-30,F,3101 3401 3701 3004 3602 3801,34.0551,-118.2545,Black
2017-03-11,M,3101 3401 3701 3011 3801,34.0473,-118.27,Hispanic
2017-05-14,M,3101 3401 3701 3004 3602 3801,34.0472,-118.2782,Asian
2017-05-04,M,3101 3401 3701 3004 3801,34.0781,-118.2605,White
2017-01-15,F,3101 3401 3701 3006 3801,34.0518,-118.271,Other/Unknown
2017-12-10,F,4024 3101 3401 3701 3004 3602 3801,34.0473,-118.2566,Black
2017-07-08,F,3101 3401 3701 3004 3801,34.0534,-118.2745,Hispanic
2017-08-21,M,3101 3401 3701 3004 3801 3032,34.0677,-118.252,Hispanic
2017-08-07,M,3101 3401 3701 3004 3026 3602 3801,34.0909,-118.2917,White
2017-11-08,M,3101 3401 3701 3004 3026 3602 3801 0605,34.0503,-118.2808,Hispanic
2017-12-28,M,3101 3401 3701 3006 3801 3602,34.0846,-118.2892,Hispanic
2017-07-16,M,3101 3401 3701 3004 3030 3602 3801,34.0557,-118.2751,Hispanic
2017-12-29,M,3101 3401 3701 3006 3801 0605,34.0791,-118.2929,Other/Unknown
2017-08-31,M,3101 3401 3701 3006 3801,34.0799,-118.2766,Hispanic
2017-07-17,M,3101 3401 3701 3006 3602 3801,34.0488,-118.2817,Hispanic
2017-10-07,M,3101 3401 3701 3004 3602 3801,34.0682,-118.2609,Hispanic
2017-08-07,M,3101 3401 3701 3004 3030 3602 3801,34.0909,-118.2917,Other/Unknown
2017-11-22,M,3101 3401 3701 3004 3602 3801,34.0473,-118.2842,Other/Unknown
2017-12-03,M,3101 3401 3701 3004 3026 3801,34.057,-118.2779,Hispanic
2017-08-28,M,3101 3401 3701 3004 3026 3029 3801 3602,34.0385,-118.2811,Hispanic
2017-12-30,M,3101 3401 3701 3004 3026 3801,34.0682,-118.2833,Asian
2017-08-12,M,3101 3401 3701 3004 3025 3034 3801,34.0745,-118.2654,Asian
2017-11-12,M,3101 3401 3701 3004 3801,34.0763,-118.2954,Hispanic
2017-12-15,F,3101 3401 3701 3006 3602 3801,34.0535,-118.2669,Hispanic
2017-08-05,M,3101 3401 3701 3006 3602 3801,34.063,-118.2679,Hispanic
2017-08-19,F,3101 3401 3701 3004 3025 3030 3602 3801,34.0576,-118.2598,Hispanic
2017-07-19,F,3101 3401 3701 3006 3801,34.0663,-118.2789,Hispanic
2017-09-17,M,3101 3401 3701 3004 3025 3602 3801,34.0695,-118.2768,Hispanic
2017-08-28,M,3101 3401 3701 3004 3026 3801 0605,34.063,-118.2598,White
2017-11-20,F,3101 3401 3701 3006 3801,34.0648,-118.2786,Other/Unknown
2017-11-13,M,3101 3401 3701 3004 3801,34.0887,-118.2869,Hispanic
2017-07-30,M,3101 3401 3701 3004 3026 3801 3602,34.0596,-118.2749,Hispanic
2017-10-04,M,3401 3101 3701 3006 3030 3801,34.0818,-118.2868,Asian
2017-06-04,M,0605 3101 3401 3701 3801 4004 3011 3034,34.0852,-118.1739,White
2017-01-21,M,3101 3401 3701 3004 3026 3602 3801 0605,34.0666,-118.1803,Hispanic
2017-03-17,F,3101 3401 3701 3004 3026 3036 3801,34.0931,-118.1608,Hispanic
2017-08-20,F,3101 3401 3701 3006 3801,34.037,-118.2157,Hispanic
2017-09-03,F,3701 3101 3401 3006 3801 3602,34.034,-118.1969,Hispanic
2017-05-21,M,3101 3401 3701 3004 3030 3801,34.0247,-118.2029,Hispanic
2017-09-01,F,3101 3401 3701 3006 3801,34.0455,-118.2198,Hispanic
2017-05-03,M,3101 3401 3701 3011 3034 3801 3602 3025,34.0462,-118.2065,Hispanic
2017-09-21,F,3101 3401 3701 3004 3030 3801 3036 1501,34.0384,-118.2069,Hispanic
2017-09-03,F,3101 3401 3701 3006 3801,34.0329,-118.2059,Hispanic
2017-05-20,M,3101 3401 3701 3011 3032 3801,34.0757,-118.1801,Hispanic
2017-09-21,F,3101 3401 3701 3004 3025 3036 3801 0605,34.085,-118.187,Asian
2017-07-01,F,0605 3101 3401 3701 3801 4024 3025,34.0798,-118.2184,Other/Unknown
2017-04-01,F,3101 3401 3701 3004 3026 3036 3801,34.053,-118.2038,Hispanic
2017-07-15,F,3101 3401 3701 3011 3025 3602 3801,34.0217,-118.1984,Hispanic
2017-03-26,F,3101 3401 3701 3011 3801,34.0248,-118.1956,Hispanic
2017-04-18,M,3101 3401 3701 3004 3030 3801,34.0307,-118.2074,Hispanic
2017-09-03,F,3101 3401 3701 3004 3026 3029 3801,34.0746,-118.217,Other/Unknown
2017-04-18,M,3101 3401 3701 3004 3026 3036 3801,34.0238,-118.2058,Hispanic
2017-04-08,F,3101 3401 3701 3006 3602 3801,34.0786,-118.2174,Hispanic
2017-05-11,F,3101 3401 3701 3006 3602 3801,34.0461,-118.2035,Hispanic
2017-05-24,M,3101 3401 3701 3011 3801 3036,34.0364,-118.1955,Hispanic
2017-08-17,M,3101 3401 3701 3004 3026 3602 3801 3034 3030 3036,34.0802,-118.178,Hispanic
2017-08-06,M,3101 3401 3701 3011 3034 3801,34.059,-118.2164,White
2017-11-23,M,3101 3401 3701 3006 3036 3801,34.0719,-118.183,Hispanic
2017-04-21,M,3101 3401 3701 3011 3034 3801 3032,34.0431,-118.2196,Other/Unknown
2017-09-02,M,3101 3401 3701 3006 3801,34.0188,-118.2028,Hispanic
2017-09-28,F,3101 3401 3701 3004 3026 3602 3801,34.0651,-118.2116,Hispanic
2017-05-25,F,3101 3401 3701 3004 3801,34.0737,-118.2144,Hispanic
2017-05-01,F,3101 3401 3701 3004 3801 3036 0605,34.0368,-118.2232,White
2017-08-18,F,3101 3401 3701 3004 3026 3602 3801,34.0446,-118.2029,Hispanic
2017-09-03,F,3101 3401 3701 3006 3801,34.0329,-118.2059,Hispanic
2017-09-05,F,3101 3401 3701 3004 3030 3801 3036,34.0469,-118.2032,Hispanic
2017-07-28,F,0605 3101 3401 3701 3004 3801,34.0409,-118.2033,Other/Unknown
2017-09-03,M,3101 3401 3701 3011 3801 3602 3032,34.0738,-118.2065,White
2017-05-13,F,3101 3401 3701 3004 3025 3034 3801,34.0428,-118.2167,White
2017-06-19,F,0605 3103 3401 3701 4004 3004 3025 3801,34.066,-118.2154,Other/Unknown
2017-11-10,M,3101 3401 3701 3006 3801,34.0319,-118.2113,Hispanic
2017-11-28,M,3101 3401 3701 3006 3801,34.0692,-118.1726,Hispanic
2017-09-03,M,3101 3401 3701 3006 3025 3602 3801,34.0485,-118.1925,Other/Unknown
2017-09-27,M,0605 3030 3101 3401 3701 3004 3602 3801,34.0188,-118.198,Hispanic
2017-08-21,M,0605 3101 3401 3701 3011 3801,34.0773,-118.206,Hispanic
2017-11-14,M,3101 3401 3701 3006 3030 3602 3801,34.0808,-118.1911,Hispanic
2017-03-26,M,3101 3401 3701 3006 3801,34.0469,-118.2032,Hispanic
2017-04-09,M,3101 3401 3701 3004 3026 3036 3801,34.0361,-118.2136,Hispanic
2017-05-04,M,0605 1402 3101 3401 3701 3006 3025 3602 3801,34.0289,-118.2036,Hispanic
2017-09-21,M,3101 3401 3701 3004 3030 3801 3036 1501,34.0417,-118.2142,Hispanic
2017-05-07,M,3101 3401 3701 3006 3801,34.0692,-118.1767,Hispanic
2017-07-22,M,3101 3401 3701 3011 3034 3801,34.0553,-118.2079,White
2017-06-24,F,0605 3101 3401 3701 4024 3004 3026 3801,34.0498,-118.1964,Hispanic
2017-04-05,M,3101 3401 3701 3004 3801,34.0431,-118.2196,Hispanic
2017-08-22,F,3101 3401 3701 3006 3801,34.018,-118.2109,Hispanic
2017-07-01,F,0605 3101 3401 3701 4024 3004 3030 3801,34.0732,-118.2189,Hispanic
2017-09-15,M,3101 3401 3701 3006 3801 3602,34.0344,-118.2257,Hispanic
2017-09-03,F,3101 3401 3701 3011 3801 3034,34.0553,-118.2079,Hispanic
2017-12-23,M,3101 3401 3701 3004 3025 3801,34.0743,-118.1625,Hispanic
2017-12-29,M,3101 3401 3701 3004 3801,34.0871,-118.1929,Hispanic
2017-12-02,F,0605 3101 3401 3701 3004 3025 3036 3602 3801,34.0503,-118.2055,Hispanic
2017-12-07,F,3101 3401 3701 3004 3025 3801 3602,34.0489,-118.1944,Hispanic
2017-12-23,M,3101 3401 3701 3006 3801,34.0484,-118.2068,Hispanic
2017-12-24,M,3101 3401 3701 3006 3032 3801,34.0372,-118.195,Hispanic
2017-12-13,M,3101 3401 3701 3006 3801,34.0225,-118.1981,Hispanic
2017-12-04,M,3101 3401 3701 3004 3025 3602 3801,34.0578,-118.2102,White
2017-05-28,M,3101 3401 3701 3006 3801,34.1038,-118.1986,Other/Unknown
2017-04-25,M,3101 3401 3701 3006 3801,34.1158,-118.2531,Hispanic
2017-08-06,M,3101 3401 3701 3006 3030 3801 1402,34.0957,-118.2867,Other/Unknown
2017-04-25,M,0605 3101 3401 3701 3801 3029 4024 3006 3026 3032,34.1018,-118.2962,Other/Unknown
2017-04-13,F,3101 3401 3701 3006 3801,34.107,-118.2598,Asian
2017-05-07,F,3101 3401 3701 3011 3025 3801,34.1404,-118.2213,Hispanic
2017-03-22,M,3101 3401 3701 3006 3801,34.082,-118.2694,Other/Unknown
2017-05-13,F,3101 3401 3701 3006 3801 3036 1402,34.1054,-118.2951,Asian
2017-04-27,F,3101 3401 3701 3006 3602 3801,34.1164,-118.1852,Other/Unknown
2017-04-12,F,3101 3401 3701 3006 3801,34.1035,-118.1969,Hispanic
2017-08-13,F,1402 3101 3401 3701 3006 3030 3801,34.1232,-118.183,White
2017-04-25,M,0605 3101 3401 3801 4024 3004 3701,34.1018,-118.2962,Black
2017-02-10,F,3101 3401 3701 3006 3801,34.1115,-118.2894,White
2017-06-02,F,3101 3401 3701 3006 3801,34.143,-118.1855,Hispanic
2017-03-19,M,3101 3401 3701 3011 3025 3034 3801,34.1374,-118.2941,White
2017-02-23,M,0605 3101 3401 3701 4024 3801 3006 0101 3030 3025,34.107,-118.2598,Hispanic
2017-04-17,M,3101 3401 3701 3006 3034 3801,34.1119,-118.2874,Other/Unknown
2017-05-24,M,1402 3101 3401 3701 3004 3026 3801,34.1116,-118.269,White
2017-12-24,F,3101 3401 3701 3004 3026 3036 3801,34.1,-118.2874,White
2017-02-18,M,0605 3101 3401 3701 4011 3801 3011 0101,34.1062,-118.2053,White
2017-06-02,F,3101 3401 3701 3006 3801,34.143,-118.1855,Hispanic
2017-04-15,M,3101 3401 3701 3004 3602 3801,34.108,-118.2671,Other/Unknown
2017-05-22,M,3101 3401 3701 3004 3026 3029 3801,34.1201,-118.2289,Hispanic
2017-09-17,M,3101 3401 3701 3011 3034 3801,34.1093,-118.1876,Other/Unknown
2017-04-29,F,3101 3401 3701 3006 3801,34.1381,-118.2144,White
2017-04-16,M,3101 3401 3701 3004 3026 3801 3036,34.0956,-118.2918,Hispanic
2017-06-05,F,3101 3401 3701 3006 3801,34.0782,-118.2604,White
2017-07-22,M,3101 3401 3701 3006 3801 1402,34.1144,-118.1779,White
2017-12-10,M,3101 3401 3006 3801 3701,34.0812,-118.252,Hispanic
2017-03-08,F,0605 3101 3401 3701 4024 3006 0101 3801,34.0916,-118.2733,White
2017-03-19,M,3101 3401 3701 3004 3025 3801 3034,34.1061,-118.215,White
2017-03-26,M,3101 3401 3701 3006 3801,34.0844,-118.2567,White
2017-04-17,F,3101 3401 3701 3004 3030 3032 3801,34.11,-118.2874,White
2017-06-03,M,3101 3401 3701 3004 3801,34.0967,-118.2867,White
2017-12-14,M,3101 3401 3701 3006 3801 3602,34.122,-118.2045,White
2017-09-10,F,3101 3401 3701 3006 3024 3602 3801,34.1201,-118.2289,Hispanic
2017-09-24,F,3101 3401 3701 3006 3030 3801,34.1094,-118.2653,Other/Unknown
2017-09-17,F,3101 3401 3701 3004 3026 3801,34.1157,-118.2733,Hispanic
2017-11-18,M,3101 3401 3701 3004 3801 3036 1402,34.1421,-118.2229,Asian
2017-08-17,M,3101 3401 3701 3004 3026 3801,34.0919,-118.2644,Other/Unknown
2017-11-03,M,3101 3401 3701 3011 3602 3801,34.1096,-118.2383,Hispanic
2017-06-17,F,0605 3101 3401 3701 4011 3006 3801,34.0776,-118.2635,Other/Unknown
2017-12-10,M,3101 3401 3701 3004 3801,34.0985,-118.2339,Black
2017-06-26,M,0605 3101 3401 3701 4011 3006 3801 3030,34.1395,-118.2021,Black
2017-09-19,F,3101 3401 3701 3006 3801,34.0957,-118.2878,Hispanic
2017-09-23,M,0605 3101 3401 3801 4024 3003 3026 3029,34.1179,-118.1835,White
2017-09-11,F,3101 3401 3701 3006 3801,34.1093,-118.1876,Other/Unknown
2017-09-21,M,3024 3101 3401 3701 3006 3801,34.0945,-118.259,Hispanic
2017-11-29,M,3101 3401 3701 3011 3034 3801 3602 2002,34.1018,-118.2918,Other/Unknown
2017-11-18,F,3101 3401 3701 3006 3801,34.1003,-118.261,White
2017-08-04,M,4025 3101 3401 3701 3006 3025 3801,34.114,-118.19,Hispanic
2017-07-02,F,0605 3101 3401 3701 4024 3006 3801,34.091,-118.2234,Other/Unknown
2017-11-30,F,3101 3401 3701 3006 3801,34.0954,-118.2097,Hispanic
2017-09-14,M,3101 3401 3701 3004 3026 3801,34.0986,-118.2962,Other/Unknown
2017-07-17,M,3101 3401 3701 3006 3801,34.137,-118.2036,White
2017-08-03,M,3401 3701 3006 3026 3801 3101,34.1148,-118.1826,Black
2017-06-25,F,0605 3101 3401 3701 4024 3026 3029 3801,34.136,-118.1884,Other/Unknown
2017-06-18,M,0605 3101 3401 3701 4024 3025 3801,34.1317,-118.2163,White
2017-08-07,M,3101 3401 3701 3006 3030 3801,34.1208,-118.1781,White
2017-11-07,F,3101 3401 3701 3006 3801,34.0926,-118.2637,Asian
2017-12-06,M,3101 3401 3701 3006 3801,34.0942,-118.2793,Hispanic
2017-09-27,F,3101 3401 3701 3004 3026 3801,34.1374,-118.2941,Other/Unknown
2017-07-10,M,3101 3401 3701 3006 3025 3801,34.1206,-118.2071,Hispanic
2017-09-24,M,0605 3101 3401 3701 4024 3006 3801,34.0934,-118.2961,Hispanic
2017-12-24,F,3101 3401 3701 3006 3801 3025,34.1176,-118.2173,Other/Unknown
2017-08-19,M,3101 3401 3701 3004 3801 1402,34.1235,-118.2685,Hispanic
2017-08-17,M,3101 3401 3701 3004 3801,34.1395,-118.2011,White
2017-08-19,F,3101 3401 3701 3004 3801,34.1077,-118.3092,White
2017-08-20,M,3101 3401 3701 3011 3034 3801 3602,34.112,-118.1905,Hispanic
2017-08-03,F,1402 3101 3401 3701 3006 3801,34.0833,-118.2723,White
2017-08-06,M,3101 3401 3701 3011 3024 3801 3034,34.1061,-118.215,Hispanic
2017-09-26,M,3101 3401 3701 3011 3034 3801,34.1018,-118.2933,White
2017-02-19,M,3101 3401 3701 3006 3026 3801,33.9925,-118.2608,Hispanic
2017-03-03,F,0605 3101 3401 3701 4024 3801 3004 3025 3030 0101,34.0039,-118.2521,Hispanic
2017-04-26,F,3101 3401 3701 3004 3801,34.0047,-118.2783,Hispanic
2017-05-28,M,3101 3401 3701 3006 3030 3602 3801,34.025,-118.2618,Hispanic
2017-06-02,F,3101 3401 3701 3004 3030 3025 3036 3801,34.0131,-118.2791,Hispanic
2017-04-20,M,3101 3401 3701 3006 3034 3801,34.0038,-118.274,Hispanic
2017-04-27,M,3101 3401 3701 3004 3025 3036 3602 3801,34.0158,-118.2396,Hispanic
2017-05-14,M,3101 3401 3701 3011 3801,34.0359,-118.2531,Other/Unknown
2017-01-01,F,3101 3401 3701 3006 3036 3602 3801,34.0021,-118.2696,Hispanic
2017-06-09,M,0605 3101 3401 3701 4024 3004 3801 3026 3030,34.0039,-118.2565,Hispanic
2017-06-05,F,3101 3401 3701 3004 3602 3801,33.9858,-118.2739,Hispanic
2017-03-29,M,3101 3401 3701 3004 3026 3801,33.9825,-118.2695,Hispanic
2017-04-12,M,3101 3401 3701 3006 3032 3602 3801,33.9825,-118.2652,Hispanic
2017-05-15,M,3101 3401 3701 3006 3025 3801,33.982,-118.2652,Hispanic
2017-04-22,F,3101 3401 3701 3004 3036 3801,34.0111,-118.2784,Hispanic
2017-05-24,M,3101 3401 3701 3004 3030 3602 3801,33.9747,-118.2695,Black
2017-04-14,M,3101 3401 3701 3004 3602 3801,33.9933,-118.2608,Hispanic
2017-03-03,M,0605 3101 3401 3701 4024 3801 3034 3011 3030 0101,34.0163,-118.2647,Hispanic
2017-05-14,F,3101 3401 3701 3004 3030 3801,34.0092,-118.2612,Hispanic
2017-01-23,F,3101 3401 3701 3004 3026 3036 3801,34.0121,-118.2768,Hispanic
2017-06-04,M,3101 3401 3701 3011 3034 3801 3025 3602,34.0306,-118.2697,Other/Unknown
2017-05-29,M,3101 3401 3701 3006 3025 3602 3801,33.9921,-118.2478,Hispanic
2017-05-29,M,3101 3401 3701 3011 3034 3801,33.9976,-118.2652,Hispanic
2017-04-20,M,3101 3401 3701 3004 3801,34.0193,-118.2653,Hispanic
2017-01-01,F,3101 3401 3701 3004 3036 3602 3801,33.9965,-118.274,Hispanic
2017-03-25,M,3101 3401 3701 3004 3025 3036 3801,34.0244,-118.2393,Black
2017-02-19,M,3101 3401 3701 3004 3801,33.9747,-118.2695,Hispanic
2017-03-22,F,3101 3401 3701 3004 3026 3801,33.9892,-118.2783,Hispanic
2017-04-09,M,3101 3401 3701 3006 3602 3801,34.0128,-118.2521,Hispanic
2017-04-09,M,3034 3101 3401 3701 3011 3801 3025,33.9833,-118.2739,Hispanic
2017-01-01,M,3101 3401 3701 3004 3036 3801,34.0364,-118.2406,Hispanic
2017-05-18,M,3101 3401 3701 3006 3602 3801,34.0011,-118.2783,Hispanic
2017-05-13,M,3701 3006 3026 3801 3101 3401,34.0369,-118.2523,Hispanic
2017-03-31,M,3101 3401 3701 3004 3801,34.0067,-118.2588,Hispanic
2017-01-01,M,3101 3401 3701 3006 3030 3602 3801,34.002,-118.2718,Hispanic
2016-12-31,F,3101 3401 3701 3006 3602 3801,34.0074,-118.2784,Hispanic
